 velocity avg_density
98 198.80673609311586 1.3020743262613442e-10
99 200.93914094695108 1.3050759175784978e-10
100 203.01868521142435 1.30808442827825e-10
101 205.58657195449652 1.302113237489345e-10
102 208.67769718781452 1.3050759175784978e-10
103 211.40654860081858 1.290136837084467e-10
104 213.83018249716213 1.290136837084467e-10
105 216.24405760499573 1.278308791466206e-10
106 218.61170102541067 1.275368762830766e-10
107 221.37565146785235 1.26367611173109e-10
108 224.93408887073747 1.254977026566311e-10
109 228.80342108760814 1.232071114368812e-10
110 232.3823526827838 1.2040257518257072e-10
111 235.8550945639942 1.17933116608746e-10
112 239.47373256875298 1.160474964800288e-10
113 242.9843335470433 1.141886206628069e-10
114 246.2204019056456 1.126218940522507e-10
115 249.39296934569327 1.1082119449926841e-10
116 252.56793571207965 1.0904928614099471e-10
117 255.6370992306632 1.0681268369107199e-10
118 258.5621596098224 1.0486313250215422e-10
119 261.455026839113 1.027123881244455e-10
120 264.47058564990255 1.0130312132733121e-10
121 267.5792296453181 1.0037436872846759e-10
122 270.7125659283229 9.945117246169968e-11
123 273.89087411215485 9.808665122094592e-11
124 277.1951469932495 9.629636807388228e-11
125 280.79809182300414 9.497231350278105e-11
126 284.5542043981514 9.217431260754641e-11
127 288.15048605746296 8.9247696856816e-11
128 291.65626577347615 8.741722529204262e-11
129 295.43424258141783 8.562176115967056e-11
130 299.65107926789767 8.425276387594302e-11
131 304.04948302151826 8.176573123192848e-11
132 308.42141624775763 7.880818489916962e-11
133 312.6600370261375 7.526123229651355e-11
134 316.5248207027294 7.203960535256682e-11
135 319.80242520954994 6.895588314189727e-11
136 322.64365573983054 6.66129278216675e-11
137 325.39921270416323 6.585235716307236e-11
138 328.1721730213683 6.4946914364142e-11
139 330.90308832440087 6.435147747420681e-11
140 334.09172168958287 6.37633792236099e-11
141 337.9655518708139 6.231011065596897e-11
142 341.58976979045235 6.019473716915143e-11
143 344.76319097339854 5.85542634672762e-11
144 347.9301877672232 5.708980012476803e-11
145 351.05188137963563 5.617699734845504e-11
146 354.1401411095606 5.579192227433288e-11
147 357.85563503672915 5.489825277044616e-11
148 362.76191704902703 5.4394942563756e-11
149 368.47196220832427 5.242742438130689e-11
150 374.6027465003886 5.064905245874492e-11
151 380.79940635931064 4.825822289412489e-11
152 386.69103370848006 4.683370569783407e-11
153 392.3221810828729 4.6512675853872344e-11
154 397.83769879892753 4.587314571060675e-11
155 403.35294250092545 4.50358664412442e-11
156 408.91649400365833 4.4012022367495424e-11
157 414.5351246761856 4.301018642705622e-11
158 420.09886673327566 4.183803944104868e-11
159 425.3662506911317 4.0324716704807136e-11
160 430.3299183642863 3.93173425801137e-11
161 435.19304809354537 3.9679969074201656e-11
162 439.87955573257017 3.9406814088436004e-11
163 444.17371928244813 3.886613232950746e-11
164 448.2653403432405 3.8687558672293004e-11
165 452.3668258163891 3.789407627942249e-11
166 456.35166398325924 3.7547770666073457e-11
167 460.1293697339671 3.6691994944839454e-11
168 464.1385435813956 3.652448967443715e-11
169 468.7440709896463 3.635560071319082e-11
170 473.64255281023514 3.610533051825342e-11
171 478.5330779202662 3.57753718582746e-11
172 483.313886164396 3.5284515354644326e-11
173 487.9650844772095 3.4640500369879136e-11
174 492.67206017300344 3.4243973841108856e-11
175 497.9979400262896 3.377412890597745e-11
176 504.043132074971 3.323411793088997e-11
177 510.06917882634093 3.315768158073515e-11
178 516.0940604745912 3.300533587228073e-11
179 522.5984144492209 3.262752691673481e-11
180 528.840906360679 3.225404270454077e-11
181 533.9439182536255 3.188483373077085e-11
182 538.2933363719715 3.137595962311826e-11
183 542.4206828238291 3.073243823343201e-11
184 547.1189216831636 3.031077337306225e-11
185 552.7900404269692 3.059032961708208e-11
186 558.4002249390718 3.0449779819412324e-11
187 564.1978580727952 3.024016500954232e-11
188 570.3606912805931 2.989489397146802e-11
189 575.7976840558325 2.955181481517024e-11
190 580.9980430545002 2.9080175115852266e-11
191 586.3063034033011 2.8680330828315648e-11
192 590.9858114491949 2.828765961089325e-11
193 595.307122039157 2.8286821937084075e-11
194 600.4432175724729 2.8286821937084075e-11
195 606.7281663348306 2.802831678872598e-11
196 613.0225187089032 2.777135163584394e-11
197 618.6867241272957 2.7327318431668077e-11
198 624.1226422805773 2.682853865854225e-11
199 629.6146364469903 2.652143491602527e-11
200 635.0565450738437 2.6278284939192235e-11
201 640.120231880055 2.6037364174746197e-11
202 645.358828804035 2.6037364174746197e-11
203 651.1169325529372 2.579865218514502e-11
204 656.4334761100523 2.550333745560311e-11
205 661.3567221762157 2.521140316581668e-11
206 666.3297849548301 2.492281062021183e-11
207 671.0660909709133 2.452432243707e-11
208 676.6227104936894 2.4244314412658827e-11
209 683.6745517932808 2.4299482097499373e-11
210 690.949623069848 2.3910960248183248e-11
211 697.7426457755047 2.3637253749560604e-11
212 703.888855474274 2.331293846985102e-11
213 709.3670513924634 2.29401903622594e-11
214 714.5088862515366 2.2677596174630808e-11
215 719.638203841924 2.2367111748075443e-11
216 725.2958090774464 2.206022346994764e-11
217 731.3878155452109 2.1907711717878103e-11
218 737.287126160755 2.165693621556048e-11
219 743.0510540933645 2.150785091530163e-11
220 749.1230045403153 2.131066575287203e-11
221 755.6114698047589 2.092232324344214e-11
222 762.196725631825 2.058718738242011e-11
223 768.9669010825749 2.016554238367194e-11
224 775.9749544229973 1.993470932881456e-11
225 782.9197156258549 1.9661194863030912e-11
226 789.8032535631218 1.939085761716782e-11
227 796.7539301915396 1.9213651428619e-11
228 803.8824789016189 1.886240291375443e-11
229 810.5386100644778 1.8475534754766308e-11
230 816.478462089554 1.813885660435431e-11
231 822.15375752827 1.784883634449336e-11
232 827.8692556235444 1.756345318789439e-11
233 834.7343735054719 1.7402430481194488e-11
234 843.4043260083342 1.71636601837254e-11
235 852.8450069604919 1.68498879592437e-11
236 861.27406711414 1.642895376958133e-11
237 868.1597256552882 1.609199568804743e-11
238 874.5469598519418 1.57619486216824e-11
239 881.1248745684592 1.5473801360069697e-11
240 887.9579100916936 1.522684432056858e-11
241 894.9477491824817 1.5052544074957473e-11
242 902.152624427726 1.48460154276902e-11
243 909.6746974304672 1.46423204596953e-11
244 917.3893763591782 1.4375067992345291e-11
245 925.1855262581794 1.4112274566423779e-11
246 933.022975515959 1.3823241884039241e-11
247 940.8760412383175 1.353972699129853e-11
248 948.7259591884255 1.3262026993144749e-11
249 956.7595724277364 1.3049981846158381e-11
250 965.0514811674835 1.2811792833914119e-11
251 973.4859575062583 1.2577951261093368e-11
252 982.1809123706281 1.2348011277175619e-11
253 991.1260183452572 1.209511236957868e-11
254 1000.1746296437703 1.1901371652977948e-11
255 1009.1641319916952 1.168449393611205e-11
256 1017.6570307083301 1.149767179833287e-11
257 1025.8679768900065 1.136605903759177e-11
258 1034.8187733107388 1.1235952835664811e-11
259 1044.612866111853 1.110733594711586e-11
260 1054.454632973528 1.098019132391565e-11
261 1063.8951821743492 1.085450211318209e-11
262 1073.151315235082 1.073025165494644e-11
263 1082.7064786939636 1.060742347994504e-11
264 1092.7204968586937 1.0486001307436321e-11
265 1103.0460430117723 1.036596904304289e-11
266 1113.4692902488528 1.024731077661808e-11
267 1123.8326810375788 1.0130010780137199e-11
268 1134.3989936812388 1.0014053505612789e-11
269 1145.2916931749444 9.876655540599195e-12
270 1156.2871066146631 9.763598399519935e-12
271 1167.5665448358382 9.629636807388226e-12
272 1179.1604839527863 9.519124729621377e-12
273 1190.8142342381489 9.367202470367384e-12
274 1202.4051693921558 9.217431260754642e-12
275 1213.9819563273231 9.049194180173972e-12
276 1225.7915699657187 8.904507571480193e-12
277 1237.8029762522426 8.741981991906559e-12
278 1249.9493208972183 8.58242283847201e-12
279 1262.3808634698244 8.42577596779763e-12
280 1274.9913898992752 8.252963179755076e-12
281 1287.5539136606894 8.102089147773675e-12
282 1300.1927412403777 7.936150726700768e-12
283 1313.064539073785 7.773380159497364e-12
284 1326.0122578030184 7.613722036435703e-12
285 1339.081949321077 7.440412564016443e-12
286 1353.3320321835654 7.2712639084998354e-12
287 1368.6700079746843 7.105538835576439e-12
288 1383.1575527467662 6.943797025072308e-12
289 1396.8951008327647 6.817058446113028e-12
290 1410.8259347699934 6.7082603212836125e-12
291 1424.6743904348546 6.6162195391558706e-12
292 1438.2780101390636 6.540484300362242e-12
293 1451.9687615335638 6.4803284375100805e-12
294 1465.7680146089774 6.421107008235134e-12
295 1479.4350221469945 6.376904418506438e-12
296 1493.1584033741785 6.3474168067003215e-12
297 1506.8275235589513 6.332818153153265e-12
298 1520.1087196500941 6.332818153153265e-12
299 1533.1078010347564 6.318253075577633e-12
300 1546.1104780601302 6.2749447681875726e-12
301 1559.0930818399415 6.2029319604280305e-12
302 1572.1756344927858 6.0479738892165685e-12
303 1585.6048599386756 5.856119192174639e-12
304 1599.293003323458 5.592716781354092e-12
305 1613.3693769789213 5.3164633819171255e-12
306 1628.2907128966297 5.019065079074712e-12
307 1643.2128320434092 4.7165324520474514e-12
308 1656.898874324313 4.43223549022358e-12
309 1670.850960616704 4.1939459287738835e-12
310 1686.7982478727074 3.968467490564625e-12
311 1704.203493633888 3.720684344873885e-12
312 1722.6562514586888 3.4723446667615864e-12
313 1744.2599603590268 3.2331274655604335e-12
314 1768.2852556468877 2.982791020075351e-12
315 1791.4796858157256 2.72660876798943e-12
316 1816.2810438207823 2.492429179128024e-12
317 1842.5157352958354 2.2574743629661908e-12
318 1866.4175731331536 2.0305927298541484e-12
319 1889.3733660872297 1.839174034575773e-12
320 1913.3159933686195 1.673488864741103e-12
321 1937.9433333403067 1.5122473319034299e-12
322 1963.3048823839454 1.363398547365749e-12
323 1989.7349813692636 1.2179677129467129e-12
324 2016.9826582362941 1.0854825018306298e-12
325 2045.0518918673738 9.629923274610492e-13
326 2076.2153756364223 8.523595411831024e-13
327 2110.031557286324 7.475423057241531e-13
328 2148.676144113489 6.570869271882205e-13
329 2191.5393971195153 5.722987890170615e-13
330 2219.2899815360324 5.124314493491822e-13
331 2227.889079546609 5.112224384636574e-13
332 2231.95229161388 5.207577905869434e-13
333 2236.304580264493 5.019065079074714e-13
334 2241.693898777361 4.641120313497488e-13
335 2248.25400935031 4.4221734798948117e-13
336 2255.103859777223 4.4425853052526925e-13
337 2261.671706875635 4.473379835434599e-13
338 2267.825443618559 4.412002763125461e-13
339 2273.6170696088247 4.3115733190860856e-13
340 2279.2160174218816 4.2134299282909005e-13
341 2284.420516785876 4.1939459287738844e-13
342 2288.917627650436 4.1080505193319487e-13
343 2292.8971804761463 4.023794343238645e-13
344 2296.7012923711595 3.887074164428044e-13
345 2300.421409262733 3.798593554094787e-13
346 2304.0921286676044 3.7035893531424767e-13
347 2307.768164394291 3.5532259642805795e-13
348 2311.3927718800765 3.432699413000219e-13
349 2314.847718267576 3.2857595266611013e-13
350 2318.1998536489073 3.1377824307015487e-13
351 2321.7207684411273 3.024285776527524e-13
352 2325.428912642639 2.829018423636236e-13
353 2328.9685682444533 2.628063023139226e-13
354 2332.3124052370367 2.5271023228602314e-13
355 2335.654065775204 2.0731122932378603e-13
356 2339.1358008212314 2.304744710610029e-13
357 2342.703178905467 2.262678378827585e-13
358 2346.1206312126014 2.136169823610041e-13
359 2355.2644244895373 1.320187984471793e-13
360 2369.963846114405 1.7808845890959352e-13
361 2385.4397428684747 1.8265132495762768e-13
362 2403.7658509845114 1.572616496167565e-13
363 2425.0523751078913 1.272397558029455e-13
364 2447.92253724135 1.1236287088374729e-13
365 2471.3983172519443 1.060805531718667e-13
366 2495.2278872914976 1.027123881244455e-13
367 2519.455986956539 9.922835135367517e-14
368 2544.168174103697 9.563631349077967e-14
369 2569.4135751051413 9.175627529964368e-14
370 2595.207342527102 8.803102846802799e-14
371 2621.5455043307247 8.464919393736427e-14
372 2648.4189340940557 8.121491156765013e-14
373 2675.830621996963 7.80949276582946e-14
374 2703.790922852509 7.492655687121482e-14
375 2732.3136232230877 7.204814886326081e-14
376 2761.4208285618147 6.912510050446933e-14
377 2791.1428008252456 6.631866507759013e-14
378 2821.5216314617987 6.362427212351011e-14
379 2852.607894874025 6.09007760670737e-14
380 2884.4524997366666 5.816152373019628e-14
381 2917.1135002887613 5.5542167898358185e-14
382 2950.6659368854953 5.29203645151133e-14
383 2985.2004348622013 5.030635219010444e-14
384 3020.8374282237987 4.771147323841262e-14
385 3057.735251888521 4.5043878231021613e-14
386 3096.098397277356 4.2426360292840965e-14
387 3136.1829950766805 3.968585815135183e-14
388 3178.2753204409073 3.695181506942291e-14
389 3222.726289993426 3.4169275918398264e-14
390 3270.0271293996434 3.137875987410658e-14
391 3320.9083640003632 2.8551098803276265e-14
392 3376.507716511775 2.5564410096695832e-14
393 3438.7507853978796 2.242000864685485e-14
394 3511.1006334204026 1.908195322507025e-14
395 3599.6053770947683 1.540408036610017e-14
396 3713.7265888365782 1.168518992967093e-14
397 3854.655007928102 8.348776345564017e-15
398 4426.317962348632 6.6013958489754885e-15
