idx vel[km/s]  dmass[Msun] mass[Msun] X_IGE0     X_56Ni0    X_IME      X_Ti       X_CO       rad[cm]    dens[gcc]  temp[K]    X_56Ni     X_Ni       X_Co       X_Fe       X_Ca       X_S        X_Si       X_O        X_C       
#(1) (2)        (3)        (4)        (5)        (6)        (7)        (8)        (9)        (10)       (11)       (12)       (13)       (14)       (15)       (16)       (17)       (18)       (19)       (20)       (21)      
 607 3.0325e+04 2.6735e-05 9.9814e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.2402e+14 1.7836e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 608 3.0375e+04 2.6363e-05 9.9817e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.2488e+14 1.7530e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 609 3.0425e+04 2.5997e-05 9.9819e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.2574e+14 1.7230e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 610 3.0475e+04 2.5636e-05 9.9822e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.2661e+14 1.6935e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 611 3.0525e+04 2.5280e-05 9.9825e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.2747e+14 1.6645e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 612 3.0575e+04 2.4929e-05 9.9827e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.2834e+14 1.6360e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 613 3.0625e+04 2.4582e-05 9.9829e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.2920e+14 1.6080e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 614 3.0675e+04 2.4240e-05 9.9832e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3006e+14 1.5805e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 615 3.0725e+04 2.3902e-05 9.9834e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3093e+14 1.5534e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 616 3.0775e+04 2.3570e-05 9.9837e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3179e+14 1.5268e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 617 3.0825e+04 2.3241e-05 9.9839e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3266e+14 1.5007e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 618 3.0875e+04 2.2918e-05 9.9841e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3352e+14 1.4750e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 619 3.0925e+04 2.2598e-05 9.9844e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3438e+14 1.4497e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 620 3.0975e+04 2.2283e-05 9.9846e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3525e+14 1.4249e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 621 3.1025e+04 2.1972e-05 9.9848e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3611e+14 1.4005e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 622 3.1075e+04 2.1666e-05 9.9850e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3698e+14 1.3765e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 623 3.1125e+04 2.1363e-05 9.9852e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3784e+14 1.3529e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 624 3.1175e+04 2.1065e-05 9.9854e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3870e+14 1.3297e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 625 3.1225e+04 2.0771e-05 9.9856e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.3957e+14 1.3070e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 626 3.1275e+04 2.0480e-05 9.9858e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4043e+14 1.2846e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 627 3.1325e+04 2.0194e-05 9.9860e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4130e+14 1.2626e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 628 3.1375e+04 1.9912e-05 9.9862e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4216e+14 1.2410e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 629 3.1425e+04 1.9633e-05 9.9864e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4302e+14 1.2197e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 630 3.1475e+04 1.9358e-05 9.9866e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4389e+14 1.1988e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 631 3.1525e+04 1.9087e-05 9.9868e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4475e+14 1.1783e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 632 3.1575e+04 1.8820e-05 9.9870e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4562e+14 1.1581e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 633 3.1625e+04 1.8556e-05 9.9872e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4648e+14 1.1383e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 634 3.1675e+04 1.8296e-05 9.9874e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4734e+14 1.1188e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 635 3.1725e+04 1.8040e-05 9.9876e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4821e+14 1.0996e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 636 3.1775e+04 1.7787e-05 9.9877e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4907e+14 1.0808e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 637 3.1825e+04 1.7537e-05 9.9879e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.4994e+14 1.0623e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 638 3.1875e+04 1.7291e-05 9.9881e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5080e+14 1.0441e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 639 3.1925e+04 1.7048e-05 9.9883e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5166e+14 1.0262e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 640 3.1975e+04 1.6809e-05 9.9884e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5253e+14 1.0087e-14 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 641 3.2025e+04 1.6573e-05 9.9886e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5339e+14 9.9139e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 642 3.2075e+04 1.6340e-05 9.9888e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5426e+14 9.7441e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 643 3.2125e+04 1.6110e-05 9.9889e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5512e+14 9.5773e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 644 3.2175e+04 1.5884e-05 9.9891e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5598e+14 9.4133e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 645 3.2225e+04 1.5660e-05 9.9892e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5685e+14 9.2521e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 646 3.2275e+04 1.5440e-05 9.9894e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5771e+14 9.0936e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 647 3.2325e+04 1.5223e-05 9.9895e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5858e+14 8.9379e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 648 3.2375e+04 1.5008e-05 9.9897e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.5944e+14 8.7848e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 649 3.2425e+04 1.4797e-05 9.9898e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6030e+14 8.6344e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 650 3.2475e+04 1.4588e-05 9.9900e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6117e+14 8.4865e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 651 3.2525e+04 1.4383e-05 9.9901e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6203e+14 8.3412e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 652 3.2575e+04 1.4180e-05 9.9903e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6290e+14 8.1984e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 653 3.2625e+04 1.3980e-05 9.9904e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6376e+14 8.0580e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 654 3.2675e+04 1.3783e-05 9.9906e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6462e+14 7.9200e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 655 3.2725e+04 1.3588e-05 9.9907e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6549e+14 7.7844e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 656 3.2775e+04 1.3396e-05 9.9908e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6635e+14 7.6511e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 657 3.2825e+04 1.3207e-05 9.9910e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6722e+14 7.5200e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 658 3.2875e+04 1.3020e-05 9.9911e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6808e+14 7.3913e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 659 3.2925e+04 1.2836e-05 9.9912e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6894e+14 7.2647e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 660 3.2975e+04 1.2655e-05 9.9913e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.6981e+14 7.1403e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 661 3.3025e+04 1.2476e-05 9.9915e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7067e+14 7.0180e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 662 3.3075e+04 1.2300e-05 9.9916e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7154e+14 6.8978e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 663 3.3125e+04 1.2125e-05 9.9917e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7240e+14 6.7797e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 664 3.3175e+04 1.1954e-05 9.9918e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7326e+14 6.6636e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 665 3.3225e+04 1.1785e-05 9.9919e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7413e+14 6.5495e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 666 3.3275e+04 1.1618e-05 9.9921e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7499e+14 6.4373e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 667 3.3325e+04 1.1453e-05 9.9922e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7586e+14 6.3271e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 668 3.3375e+04 1.1291e-05 9.9923e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7672e+14 6.2188e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 669 3.3425e+04 1.1131e-05 9.9924e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7758e+14 6.1123e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 670 3.3475e+04 1.0973e-05 9.9925e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7845e+14 6.0076e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 671 3.3525e+04 1.0817e-05 9.9926e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.7931e+14 5.9047e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 672 3.3575e+04 1.0664e-05 9.9927e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8018e+14 5.8036e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 673 3.3625e+04 1.0512e-05 9.9928e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8104e+14 5.7042e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 674 3.3675e+04 1.0363e-05 9.9929e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8190e+14 5.6065e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 675 3.3725e+04 1.0216e-05 9.9930e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8277e+14 5.5105e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 676 3.3775e+04 1.0071e-05 9.9931e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8363e+14 5.4162e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 677 3.3825e+04 9.9276e-06 9.9932e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8450e+14 5.3234e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 678 3.3875e+04 9.7864e-06 9.9933e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8536e+14 5.2323e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 679 3.3925e+04 9.6473e-06 9.9934e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8622e+14 5.1427e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 680 3.3975e+04 9.5100e-06 9.9935e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8709e+14 5.0546e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 681 3.4025e+04 9.3747e-06 9.9936e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8795e+14 4.9680e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 682 3.4075e+04 9.2413e-06 9.9937e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8882e+14 4.8830e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 683 3.4125e+04 9.1097e-06 9.9938e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.8968e+14 4.7993e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 684 3.4175e+04 8.9799e-06 9.9939e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.9054e+14 4.7172e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 685 3.4225e+04 8.8520e-06 9.9940e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.9141e+14 4.6364e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 686 3.4275e+04 8.7259e-06 9.9941e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.9227e+14 4.5570e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 687 3.4325e+04 8.6015e-06 9.9942e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.9314e+14 4.4789e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 688 3.4375e+04 8.4788e-06 9.9942e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.9400e+14 4.4022e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 689 3.4425e+04 8.3579e-06 9.9943e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.9486e+14 4.3269e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 690 3.4475e+04 8.2387e-06 9.9944e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 5.9573e+14 4.2528e-15 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
